Licence Number,Licence Status,Licence Status Date,Lic. EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Licence Surface Location,Location Latitude,Location Longitude,Licensee  BA Code,Licensee Name,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,Reporting Facility ID,Facility Subtype,Facility Name,Field or Area,Operator Code,Operator Name,First Volumetric Activity Date,Last Volumetric Activity Date
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111700,Gas Gathering Sys,SYLVAN LK  01-08-038-03W5 GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0118468,Gas Gathering Sys,BTG Energy Sylvan Lake GS 14-32,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Oct 01, 2011","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABTM0161228,3 T Frm/oil Ld&unl,BTG Energy 14-32-037-03W5 COND,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Apr 01, 2022","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABTM0162510,3 T Frm/oil Ld&unl,BTG Energy 14-32-037-03W5 BUTANE,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Apr 01, 2022","Dec 01, 2023"
F6180     ,Amended,"Nov 21, 2000",10,"Nov 21, 2000","Aug 26, 2006",00/13-13-037-06W5,52.186341,-114.736407,A5D4,Cenovus Energy Inc., ,150,142,0,0,0,0,24.5,0, ,0, , ,ABBT0097558,Crude Oil Proration,03/06-16-037-06W500,GARRINGTON,A5D4,Cenovus Energy Inc.,"Mar 01, 2008","May 01, 2011"
F6180     ,Amended,"Nov 21, 2000",10,"Nov 21, 2000","Aug 26, 2006",00/13-13-037-06W5,52.186341,-114.736407,A5D4,Cenovus Energy Inc., ,150,142,0,0,0,0,24.5,0, ,0, , ,ABBT0111125,Crude Oil Single,Garrington 11-16-037-06,GARRINGTON,A5D4,Cenovus Energy Inc.,"Aug 01, 2010","May 01, 2019"
F6180     ,Amended,"Nov 21, 2000",10,"Nov 21, 2000","Aug 26, 2006",00/13-13-037-06W5,52.186341,-114.736407,A5D4,Cenovus Energy Inc., ,150,142,0,0,0,0,24.5,0, ,0, , ,ABBT4050284,Gas Proration Efflue,GARRINGTON 13-13-37-65W5,GARRINGTON,A5D4,Cenovus Energy Inc.,"May 01, 1989","Feb 01, 2020"
F6180     ,Amended,"Nov 21, 2000",10,"Nov 21, 2000","Aug 26, 2006",00/13-13-037-06W5,52.186341,-114.736407,A5D4,Cenovus Energy Inc., ,150,142,0,0,0,0,24.5,0, ,0, , ,ABGP0001592,Gas Plant Sweet,BURLINGTON GARRINGTON,GARRINGTON,A5D4,Cenovus Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F6206     ,Amended,"Jun 14, 2018",300,"Mar 20, 2001","Jun 14, 2018",00/11-35-037-09W5,52.227921,-115.185875,A0C0,Keyera Energy Ltd.,"None, Acid Gas Flaring","7,748.00",5806, ,1878, , , ,1383,0.9, ,0.9, ,ABGP0001133,Gp Sulphur Rcvry,KEYERA STRACHAN 11-35-037-09W5,FERRIER,A0C0,Keyera Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F6206     ,Amended,"Jun 14, 2018",300,"Mar 20, 2001","Jun 14, 2018",00/11-35-037-09W5,52.227921,-115.185875,A0C0,Keyera Energy Ltd.,"None, Acid Gas Flaring","7,748.00",5806, ,1878, , , ,1383,0.9, ,0.9, ,ABGS0006445,Gas Gathering Sys,MANCAL FERRIER 13-31,FERRIER,A2TG,TAQA North Ltd.,"Jun 01, 2002","May 01, 2019"
F6206     ,Amended,"Jun 14, 2018",300,"Mar 20, 2001","Jun 14, 2018",00/11-35-037-09W5,52.227921,-115.185875,A0C0,Keyera Energy Ltd.,"None, Acid Gas Flaring","7,748.00",5806, ,1878, , , ,1383,0.9, ,0.9, ,ABGS0147684,Gas Gathering Sys,KEYERA STRACHAN NORTH GGS,FERRIER,A0C0,Keyera Energy Ltd.,"Feb 01, 2018","Dec 01, 2023"
F6207     ,Amended,"Jan 21, 2022",600,"Mar 02, 2001","Jan 21, 2022",02/04-02-037-10W5,52.145103,-115.334668,A74Y,Tidewater Midstream and Infrastructure Ltd.,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","15,000.00",12000, , , , , ,490,1999,1969,30,98.5,ABBT0128353,Gas Proration Efflue,HUSKY RICINUS Compressor station 6-2,FERRIER,A5C4,Pieridae Alberta Production Ltd.,"May 01, 2014","Dec 01, 2023"
F6207     ,Amended,"Jan 21, 2022",600,"Mar 02, 2001","Jan 21, 2022",02/04-02-037-10W5,52.145103,-115.334668,A74Y,Tidewater Midstream and Infrastructure Ltd.,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","15,000.00",12000, , , , , ,490,1999,1969,30,98.5,ABGP0001141,Gp Sulphur Rcvry,Ram River 04-02-037-10W5,FERRIER,A74Y,Tidewater Midstream and Infrastructure Ltd.,"Jan 01, 1991","Dec 01, 2023"
F63       ,Issued,"Mar 06, 2001",600,"Mar 06, 2001", ,00/06-23-004-29W4,49.311164,-113.804599,0EW6,Palmer Ranch (1984) Ltd.,None,"2,536.00", , , , , , , , , , , ,ABGP0001003,Gp Sulphur Rcvry,* GULF PINCHER CREEK,PINCHER CREEK,2,Gulf Canada Limited, , 
F65       ,Amended,"Dec 01, 2016",600,"Mar 06, 2001","Dec 01, 2016",00/02-20-004-30W4,49.307438,-113.999528,0T03,Shell Canada Limited,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","8,050.00",7275,939,0,450,297,0,630,1450,1431,18.85,98.5,ABGP0001056,Gp Sulphur Rcvry,SHELL WATERTON,WATERTON,A5C4,Pieridae Alberta Production Ltd.,"Jan 01, 1991","Dec 01, 2023"
F65       ,Amended,"Dec 01, 2016",600,"Mar 06, 2001","Dec 01, 2016",00/02-20-004-30W4,49.307438,-113.999528,0T03,Shell Canada Limited,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","8,050.00",7275,939,0,450,297,0,630,1450,1431,18.85,98.5,ABGP0001804,Gas Plant Sweet,* SHELL WATERTON,WATERTON,0T03,Shell Canada Limited, , 
F6501     ,Abandoned,"Mar 18, 1998",10,"Mar 06, 2001", ,00/16-28-038-15W4,52.301486,-112.079461,A2TG,TAQA North Ltd., ,113, , , , , , , , , , , ,ABGP0001126,Gas Plant Sweet,* JORDAN PROVOST,PROVOST,A5RD,Enerplus Corporation, , 
F6524     ,Amended,"Jun 28, 2007",10,"Feb 12, 2001","Jun 28, 2007",00/02-34-038-16W4,52.30483,-112.203398,A7BZ,Marlin Resources Ltd., ,150,144,0,0,0,0,20,0,0, , , ,ABGP0001277,Gas Plant Sweet,COMPTON HALKIRK,HALKIRK,A7BZ,Marlin Resources Ltd.,"Jan 01, 1991","Dec 01, 2023"
F6524     ,Amended,"Jun 28, 2007",10,"Feb 12, 2001","Jun 28, 2007",00/02-34-038-16W4,52.30483,-112.203398,A7BZ,Marlin Resources Ltd., ,150,144,0,0,0,0,20,0,0, , , ,ABIF0162176,Enh Rvry Sch,HALKIRK 4-4-39-16W4/3 INJECTION,HALKIRK,A7BZ,Marlin Resources Ltd.,"Apr 01, 2022","Sep 01, 2022"
F6524     ,Amended,"Jun 28, 2007",10,"Feb 12, 2001","Jun 28, 2007",00/02-34-038-16W4,52.30483,-112.203398,A7BZ,Marlin Resources Ltd., ,150,144,0,0,0,0,20,0,0, , , ,ABIF0163312,Enh Rvry Sch,HALKIRK 2-34-038-16W4 WATER INJ,HALKIRK,A7BZ,Marlin Resources Ltd.,"Jan 01, 2020","Dec 01, 2023"
F6556     ,Issued,"Jan 17, 2001",10,"Jan 17, 2001","Aug 26, 2006",00/08-24-038-19W4,52.279899,-112.579954,0HE9,Canadian Natural Resources Limited, ,566,563, , , , ,23, , , , , ,ABGP0001688,Gas Plant Sweet,STETTLER 8-24-38-19w4,GADSBY,0HE9,Canadian Natural Resources Limited,"Jan 01, 1993","Dec 01, 2023"
F6556     ,Issued,"Jan 17, 2001",10,"Jan 17, 2001","Aug 26, 2006",00/08-24-038-19W4,52.279899,-112.579954,0HE9,Canadian Natural Resources Limited, ,566,563, , , , ,23, , , , , ,ABGS0004240,Gas Gathering Sys,GADSBY 8-24-38-19w4,GADSBY,0HE9,Canadian Natural Resources Limited,"Jan 01, 2000","Sep 01, 2018"
F6556     ,Issued,"Jan 17, 2001",10,"Jan 17, 2001","Aug 26, 2006",00/08-24-038-19W4,52.279899,-112.579954,0HE9,Canadian Natural Resources Limited, ,566,563, , , , ,23, , , , , ,ABGS0082742,Gas Gathering Sys,GADSBY 8-24-38-19w4,GADSBY,0HE9,Canadian Natural Resources Limited,"Oct 01, 2004","Dec 01, 2023"
F6601     ,Amended,"Oct 04, 2010",600,"Mar 01, 2001","Oct 04, 2010",00/16-33-038-22W4,52.314,-113.077,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","4,250.00",3803,0, ,245,200, ,150,50,47.95,2.05,95.9,ABGP0001002,Gp Sulphur Rcvry,KEYERA NEVIS GAS PLANT 16-33-38-22W4,NEVIS,A0C0,Keyera Energy Ltd.,"Jan 01, 1991","Nov 01, 2023"
F6609     ,Amended,"Mar 05, 2009",10,"Mar 02, 2001","Mar 05, 2009",02/09-21-038-23W4,52.28492,-113.2253,A7H2,AlphaBow Energy Ltd., ,18,17,0,0,0,0,6.3,0,0, , , ,ABGP0001425,Gas Plant Sweet,PENGROWTH MKWAN 102/09-21-038-23W4,MIKWAN,A7H2,AlphaBow Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F6655     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/10-18-038-26W4,52.268635,-113.703116,0HE9,Canadian Natural Resources Limited, ,19, , , , , , , , , , , ,ABGP0001619,Gas Plant Sweet,JOFFRE 10-18-38-26W4,JOFFRE,0HE9,Canadian Natural Resources Limited, , 
F6658     ,Abandoned,"Nov 18, 2022",10,"Mar 01, 2001", ,02/13-12-038-27W4,52.257707,-113.738648,0TD9,Advantage Energy Ltd., ,110, , , , , , , , , , , ,ABGP0001407,Gas Plant Sweet,AAV JOFFRE 13-12-038-27W4 GP,JOFFRE,0TD9,Advantage Energy Ltd.,"Jan 01, 1991","Jul 01, 2022"
F6664     ,Amended,"Nov 03, 2006",300,"Mar 06, 2001","Nov 03, 2006",00/16-19-038-01W5,52.286359,-114.121083,A8HW,I3 Energy Canada Ltd., ,197,193, , , , ,25,1,0.07, ,0, ,ABGP0001186,Gas Plant Sweet,STAR SYLVAN LAKE,SYLVAN LAKE,A8HW,I3 Energy Canada Ltd.,"Jan 01, 1991","Aug 01, 2012"
F6673     ,Issued,"Mar 12, 2001",10,"Mar 12, 2001", ,00/01-21-038-02W5,52.277297,-114.219266,A5D4,Cenovus Energy Inc., ,830, , , , , , , , , , , ,ABGP0001067,Gas Plant Sweet,RENAISSANCE SYLVAN LAKE-21,SYLVAN LAKE,A5D4,Cenovus Energy Inc.,"Jan 01, 1991","Sep 01, 2021"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABBT0138905,Gas Proration Efflue,HARVEST SYLVAN LAKE 05-07 MWB,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Sep 01, 2015","Feb 01, 2017"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABBT0138906,Gas Group,Sylvan Lake-11-07-037-02 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Sep 01, 2015","Dec 01, 2023"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABBT0138907,Gas Proration Efflue,Sylvan Lake-06-18-037-02 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Sep 01, 2015","Oct 01, 2021"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABBT8910038,Gas Group,Sylvan Lake-10-12-038-03 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Sep 01, 1989","Dec 01, 2023"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABCS0006681,Compressor Station,CALPINE CANADA RESOURCES COMPANY,SYLVAN LAKE,0Z0H,Harvest Operations Corp., , 
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABGP0001103,Gas Plant Sweet,Sylvan Lake-10-12-038-03 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Jan 01, 1991","Dec 01, 2023"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABGS0002620,Gas Gathering Sys,Sylvan Lake-10-12-038-03 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Jan 01, 2000","Dec 01, 2023"
F6681     ,Amended,"Jul 12, 2004",10,"Mar 01, 2001","Aug 26, 2006",00/10-12-038-03W5,52.255411,-114.296425,0Z0H,Harvest Operations Corp., ,113,110, , , , ,11, ,0, , , ,ABGS0138908,Gas Gathering Sys,Sylvan Lake-07-13-037-03 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,"Sep 01, 2015","Dec 01, 2023"
F6714     ,Amended,"Aug 05, 2010",10,"Feb 28, 2001","Aug 05, 2010",00/06-16-038-04W5,52.265332,-114.516843,A5D4,Cenovus Energy Inc., ,200,195,0,0,0,0,12,0,0, , , ,ABBT0111669,Gas Proration Efflue,COP ANDERSON MEDR 99/6-16-38-4W5 BTY,MEDICINE RIVER,A7J4,Certus Oil And Gas Inc.,"Sep 01, 2010","Mar 01, 2019"
F6714     ,Amended,"Aug 05, 2010",10,"Feb 28, 2001","Aug 05, 2010",00/06-16-038-04W5,52.265332,-114.516843,A5D4,Cenovus Energy Inc., ,200,195,0,0,0,0,12,0,0, , , ,ABGP0001224,Gas Plant Sweet,CRESTAR MED RIVER,MEDICINE RIVER,A5D4,Cenovus Energy Inc.,"Jan 01, 1991","Dec 01, 2019"
F6714     ,Amended,"Aug 05, 2010",10,"Feb 28, 2001","Aug 05, 2010",00/06-16-038-04W5,52.265332,-114.516843,A5D4,Cenovus Energy Inc., ,200,195,0,0,0,0,12,0,0, , , ,ABGS0111662,Gas Gathering Sys,COP/ANDERSON 99/06-16-038-04W5,MEDICINE RIVER,A5D4,Cenovus Energy Inc., , 
F6754     ,Amended,"Oct 18, 2018",10,"Mar 02, 2001","Oct 18, 2018",03/14-20-038-07W5,52.288115,-114.968699,A5BE,Whitecap Resources Inc., ,615,365,0,0,25,25,0,20,0, , , ,ABGP0001353,Gas Plant Sweet,IMPERIAL FERRIER,FERRIER,A5BE,Whitecap Resources Inc.,"Jan 01, 1991","Dec 01, 2023"
F6754     ,Amended,"Oct 18, 2018",10,"Mar 02, 2001","Oct 18, 2018",03/14-20-038-07W5,52.288115,-114.968699,A5BE,Whitecap Resources Inc., ,615,365,0,0,25,25,0,20,0, , , ,ABGS0143774,Gas Gathering Sys,FERRIER 14-20 GS,FERRIER,A5BE,Whitecap Resources Inc.,"Mar 01, 2017","Feb 01, 2020"
F6772     ,Abandoned,"Nov 07, 2006",10,"Mar 20, 2001", ,00/06-36-038-11W5,52.309946,-115.444551,A2TG,TAQA North Ltd., ,43, , , , , , , , , , , ,ABGP0001447,Gas Plant Sweet,FOREST DEANNE,DEANNE,254,Forest Oil Corporation, , 
F6995     ,Abandoned,"May 17, 2003",300,"Mar 06, 2001", ,00/11-14-039-07W4,52.356222,-110.908097,A2TG,TAQA North Ltd., ,14, , , , , , , , , , , ,ABGP0001347,Gp Acid Gas Inj,* CHAUVCO PROVOST,PROVOST,A2TG,TAQA North Ltd., , 
F7013     ,Issued,"Mar 29, 2001",10,"Mar 29, 2001", ,00/13-05-039-08W4,52.330994,-111.129415,A7WF,Battle River Energy Ltd., ,90, , , , , , , , , , , ,ABBT0114420,Gas Group,Kessler 6-35-39-9w4,PROVOST,A7WF,Battle River Energy Ltd.,"Feb 01, 2011","Jun 01, 2018"
F7013     ,Issued,"Mar 29, 2001",10,"Mar 29, 2001", ,00/13-05-039-08W4,52.330994,-111.129415,A7WF,Battle River Energy Ltd., ,90, , , , , , , , , , , ,ABBT0144716,Gas Group,09-26-036-08W4  Karve PROV2,PROVOST,A7BT,Karve Energy Inc.,"May 01, 2017","Aug 01, 2020"
F7013     ,Issued,"Mar 29, 2001",10,"Mar 29, 2001", ,00/13-05-039-08W4,52.330994,-111.129415,A7WF,Battle River Energy Ltd., ,90, , , , , , , , , , , ,ABGP0001063,Gas Plant Sweet,APACHE CANADA PROVOST,PROVOST,A7WF,Battle River Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F7013     ,Issued,"Mar 29, 2001",10,"Mar 29, 2001", ,00/13-05-039-08W4,52.330994,-111.129415,A7WF,Battle River Energy Ltd., ,90, , , , , , , , , , , ,ABGP0001271,Gas Plant Sweet,CRESTAR PROVOST,PROVOST,A7WF,Battle River Energy Ltd.,"Jan 01, 1991","Jun 01, 2000"
F7087     ,Amended,"Apr 22, 2004",300,"Mar 23, 2001","Aug 26, 2006",00/02-10-039-10W4,52.334279,-111.357529,A7WF,Battle River Energy Ltd.,"Regenerative, Acid Gas Flaring",226,222.3,0,0,0,0,0,0,0.95,0,0.95, ,ABBT0119088,Gas Group,APACHE PROVOST 7-9-39-10W4,PROVOST,A7WF,Battle River Energy Ltd.,"Nov 01, 2011","Jun 01, 2018"
F7087     ,Amended,"Apr 22, 2004",300,"Mar 23, 2001","Aug 26, 2006",00/02-10-039-10W4,52.334279,-111.357529,A7WF,Battle River Energy Ltd.,"Regenerative, Acid Gas Flaring",226,222.3,0,0,0,0,0,0,0.95,0,0.95, ,ABGP0001684,Gp Acid Gas Inj,APACHE PROVOST,PROVOST,A7WF,Battle River Energy Ltd.,"Jan 01, 1993","Jul 01, 2021"
F7087     ,Amended,"Apr 22, 2004",300,"Mar 23, 2001","Aug 26, 2006",00/02-10-039-10W4,52.334279,-111.357529,A7WF,Battle River Energy Ltd.,"Regenerative, Acid Gas Flaring",226,222.3,0,0,0,0,0,0,0.95,0,0.95, ,ABGS0104185,Gas Gathering Sys,APACHE PROVOST CORONATION LINE,PROVOST,A7WF,Battle River Energy Ltd.,"Sep 01, 2009","Mar 01, 2021"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0077568,Gas Group,Apache Provost 2-02 multi gas,PROVOST,A7BT,Karve Energy Inc.,"Jun 01, 2003","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0094976,Gas Group,ACL PROVOST 16-15-37-10W4,PROVOST,A7BT,Karve Energy Inc.,"Jul 01, 2007","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0111197,Gas Group,ACL PROVOST 2-2 SE LINE,PROVOST,A7BT,Karve Energy Inc.,"Aug 01, 2010","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0111198,Gas Group,ACL PROVOST 10-9-39-10,PROVOST,A7BT,Karve Energy Inc.,"Aug 01, 2010","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0111199,Gas Group,ACL PROVOST 14-6,PROVOST,A7WF,Battle River Energy Ltd.,"Aug 01, 2010","Jan 01, 2016"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0112231,Gas Group,FCOG PROVOST 12-36,PROVOST,A7BT,Karve Energy Inc.,"Oct 01, 2010","May 01, 2017"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0122064,Crude Oil Proration,ACL PROVOST 12-09-38-11W4,PROVOST,A7BT,Karve Energy Inc.,"May 01, 2012","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0149342,Gas Group,PROVOST 02-02-39-11W4,PROVOST,A7WF,Battle River Energy Ltd.,"Jul 01, 2018","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0149345,Gas Group,PROVOST 06-07-035-11W4 GAS GROUP,PROVOST,A7WF,Battle River Energy Ltd.,"Jul 01, 2018","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABBT0149352,Gas Group,PROVOST 16-15-37-10W4,PROVOST,A7WF,Battle River Energy Ltd.,"Jul 01, 2018","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABGP0001116,Gas Plant Sweet,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F7121     ,Amended,"Aug 15, 2003",10,"Mar 29, 2001","Aug 26, 2006",00/02-02-039-11W4,52.3199,-111.478525,A7BT,Karve Energy Inc., ,800,785,0,0,0,0,14,36,0,0, , ,ABGS0140952,Gas Gathering Sys,ACL 02-02 Train 2 Inlet V200,PROVOST,A7BT,Karve Energy Inc.,"Apr 01, 2016","Dec 01, 2023"
F7161     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-19-039-19W4,52.367029,-112.731124,0RL9,Baytex Energy Ltd., ,563.5, , , , , , , , , , , ,ABBT8670002,Gas Group,LEAHURST 06-19-039-19W4 MWGB,LEAHURST,0RL9,Baytex Energy Ltd.,"May 01, 1989","Jun 01, 2023"
F7161     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-19-039-19W4,52.367029,-112.731124,0RL9,Baytex Energy Ltd., ,563.5, , , , , , , , , , , ,ABGP0001221,Gas Plant Sweet,LEAHURST 06-19-039-19W4 GP,LEAHURST,0RL9,Baytex Energy Ltd.,"Jan 01, 1991","Aug 01, 2018"
F7202     ,RecCertified,"Nov 07, 2005",600,"Mar 01, 2001", ,00/07-22-039-22W4,52.366978,-113.085087,45,Chevron Canada Limited, ,0, , , , , , , , , , , ,ABGP0001006,Gp Sulphur Rcvry,* CHEVRON NEVIS,NEVIS,45,Chevron Canada Limited, , 
F7218     ,Issued,"Feb 28, 2001",10,"Feb 28, 2001", ,00/08-25-039-23W4,52.381402,-113.175044,A1H9,Ember Resources Inc., ,130, , , , , , , , , , , ,ABGP0001513,Gas Plant Sweet,APACHE NEVIS,NEVIS,A1H9,Ember Resources Inc., , 
F7234     ,Abandoned,"May 17, 2003",400,"Feb 28, 2001", ,00/15-17-039-26W4,52.359231,-113.706377,A7P1,DEL Canada GP Ltd., ,160, , , , , , , ,0, , , ,ABGP0001170,Gp Sulphur Rcvry,* NAL RESOURCES JOFFRE,JOFFRE,A5BE,Whitecap Resources Inc., , 
F7251     ,Abandoned,"Nov 23, 2004",10,"Mar 01, 2001", ,00/11-31-039-26W4,52.399422,-113.738403,0HE9,Canadian Natural Resources Limited, ,28, , , , , , , , , , , ,ABGP0001137,Gas Plant Sweet,JOFFRE 11-31-39-26W4,JOFFRE,0HE9,Canadian Natural Resources Limited, , 
F7258     ,Issued,"Mar 06, 2001",10,"Mar 06, 2001", ,00/05-01-039-01W5,52.3249,-114.022813,A74Y,Tidewater Midstream and Infrastructure Ltd., ,850, , , , , , , , , , , ,ABGP0001527,Gas Plant Sweet,SYLVAN 05-01-039-01W5 GAS PLANT,MEDICINE RIVER,A74Y,Tidewater Midstream and Infrastructure Ltd.,"Jan 01, 1991","Dec 01, 2023"
F7258     ,Issued,"Mar 06, 2001",10,"Mar 06, 2001", ,00/05-01-039-01W5,52.3249,-114.022813,A74Y,Tidewater Midstream and Infrastructure Ltd., ,850, , , , , , , , , , , ,ABGS0129826,Gas Gathering Sys,Penn West Prevo GS,PREVO,A8C8,Btg Energy Corporation,"Nov 01, 2013","Dec 01, 2023"
